"horodatage","date","heure","jour_semaine","jour_index","est_weekend","zone_campus","latitude","longitude","brut_MQ135_ADC","brut_MQ7_ADC","CO_ppm","CO2_ppm","NH3_ppm","temperature_C","humidite_pct","pression_hPa","altitude_m","score_vegetation","AQI_calcule","AQI_categorie","periode_journee","gps_valide"
"2026-05-12 15:15:00","2026-05-12",15,"Mardi",2,"False","Zone_Verte",5.340588,-3.991769,517,239,2.28,375,1.09,29.8,77,1012.8,91.4,0.814,6.5,"Bon","Après-midi cours","True"
"2026-05-12 15:20:00","2026-05-12",15,"Mardi",2,"False","Amphi_Central",5.344587,-3.991182,712,484,7.65,1175,3.39,28.1,78.8,1012.3,95.2,0.144,20.6,"Modéré","Après-midi cours","True"
"2026-05-12 15:20:00","2026-05-12",15,"Mardi",2,"False","Cites_Univ",5.337955,-3.995058,548,493,7.89,457.5,4.25,29.4,75.6,1013.2,83,0.239,12.8,"Bon","Après-midi cours","True"
"2026-05-12 15:20:00","2026-05-12",15,"Mardi",2,"False","Parking_Entree",5.348806,-3.987966,569,897,25.29,522.6,5.4,29.7,72.8,1012.9,98.2,0.051,23.2,"Modéré","Après-midi cours","True"
"2026-05-12 15:20:00","2026-05-12",15,"Mardi",2,"False","Restaurant_U",5.341335,-3.989081,583,356,4.45,568.5,5.06,29.8,75,1012.6,88.9,0.111,13.1,"Bon","Après-midi cours","True"
"2026-05-12 15:20:00","2026-05-12",15,"Mardi",2,"False","Zone_Verte",5.340594,-3.991748,524,211,1.86,393,1.11,29.7,74,1012.7,92.4,0.81,6.5,"Bon","Après-midi cours","True"
"2026-05-12 15:25:00","2026-05-12",15,"Mardi",2,"False","Amphi_Central",5.344581,-3.991185,706,498,8.03,1135.5,5,28.5,79,1013.3,96,0.142,21.6,"Modéré","Après-midi cours","True"
"2026-05-12 15:25:00","2026-05-12",15,"Mardi",2,"False","Cites_Univ",5.337931,-3.995072,556,465,7.12,481.8,4.29,29,81,1012,82.9,0.24,12.8,"Bon","Après-midi cours","True"
"2026-05-12 15:25:00","2026-05-12",15,"Mardi",2,"False","Parking_Entree",5.348817,-3.987937,566,770,18.44,513.4,5.14,30,77.3,1011.5,97.6,0.053,19.5,"Bon","Après-midi cours","True"
"2026-05-12 15:25:00","2026-05-12",15,"Mardi",2,"False","Restaurant_U",5.341362,-3.989099,570,385,5.09,524.6,4.7,29.8,78,1011,88.6,0.113,12.6,"Bon","Après-midi cours","True"
"2026-05-12 15:25:00","2026-05-12",15,"Mardi",2,"False","Zone_Verte",5.340576,-3.99176,550,205,1.78,465.4,0.94,28.6,76.1,1012.9,91.5,0.813,7.2,"Bon","Après-midi cours","True"
"2026-05-12 15:30:00","2026-05-12",15,"Mardi",2,"False","Amphi_Central",5.344573,-3.991176,708,539,9.3,1146.9,3.68,30,75,1013.2,95.4,0.143,21.4,"Modéré","Après-midi cours","True"
"2026-05-12 15:30:00","2026-05-12",15,"Mardi",2,"False","Cites_Univ",5.337963,-3.995052,554,496,7.99,476.8,3.56,28.9,77.3,1012.4,83,0.237,12.6,"Bon","Après-midi cours","True"
"2026-05-12 15:30:00","2026-05-12",15,"Mardi",2,"False","Parking_Entree",5.348821,-3.987959,582,788,19.28,566.5,4.13,28.5,75.2,1012.3,98.2,0.05,19.7,"Bon","Après-midi cours","True"
"2026-05-12 15:30:00","2026-05-12",15,"Mardi",2,"False","Restaurant_U",5.341335,-3.989085,571,348,4.29,529.3,4.71,29,76.1,1013.1,87.9,0.113,12.3,"Bon","Après-midi cours","True"
"2026-05-12 15:30:00","2026-05-12",15,"Mardi",2,"False","Zone_Verte",5.34059,-3.991757,526,233,2.19,398.3,0.99,29,76.9,1012.8,92.4,0.814,6.7,"Bon","Après-midi cours","True"
"2026-05-12 15:35:00","2026-05-12",15,"Mardi",2,"False","Amphi_Central",5.34457,-3.991179,710,468,7.19,1160.5,4.56,28.8,78.4,1013,95.8,0.14,21.2,"Modéré","Après-midi cours","True"
"2026-05-12 15:35:00","2026-05-12",15,"Mardi",2,"False","Cites_Univ",5.337943,-3.995042,557,491,7.84,484.9,4.03,30.2,75.9,1013.2,82.4,0.238,13,"Bon","Après-midi cours","True"
"2026-05-12 15:35:00","2026-05-12",15,"Mardi",2,"False","Parking_Entree",5.348813,-3.987957,575,827,21.31,540.7,4.86,30.1,77.4,1013.8,97.8,0.052,21,"Modéré","Après-midi cours","True"
"2026-05-12 15:35:00","2026-05-12",15,"Mardi",2,"False","Restaurant_U",5.341327,-3.989102,556,383,5.06,481.3,4.22,30.1,77.6,1012.1,89.4,0.113,11.7,"Bon","Après-midi cours","True"
"2026-05-12 15:35:00","2026-05-12",15,"Mardi",2,"False","Zone_Verte",5.340578,-3.991769,532,220,1.99,412.8,0.77,29.7,80.1,1012.3,91.6,0.813,6.6,"Bon","Après-midi cours","True"
"2026-05-12 15:40:00","2026-05-12",15,"Mardi",2,"False","Amphi_Central",5.344591,-3.991195,721,457,6.88,1231.5,3.99,29.7,77.3,1012.6,95.9,0.143,21.4,"Modéré","Après-midi cours","True"
"2026-05-12 15:40:00","2026-05-12",15,"Mardi",2,"False","Cites_Univ",5.337951,-3.995044,566,473,7.32,513.1,3.62,29.4,79.5,1013.1,82.5,0.242,12.7,"Bon","Après-midi cours","True"
"2026-05-12 15:40:00","2026-05-12",15,"Mardi",2,"False","Parking_Entree",5.348847,-3.987962,570,844,22.22,525.8,5.1,28.7,70.3,1012.8,98,0.052,21.5,"Modéré","Après-midi cours","True"
"2026-05-12 15:40:00","2026-05-12",15,"Mardi",2,"False","Restaurant_U",5.341362,-3.989104,557,392,5.25,486.4,5.49,29.2,74.5,1013.1,88.9,0.111,12.9,"Bon","Après-midi cours","True"
"2026-05-12 15:40:00","2026-05-12",15,"Mardi",2,"False","Zone_Verte",5.340586,-3.991761,540,239,2.28,434.3,1.17,28.9,76.5,1012.2,91.4,0.811,7.3,"Bon","Après-midi cours","True"
"2026-05-12 15:45:00","2026-05-12",15,"Mardi",2,"False","Amphi_Central",5.344598,-3.991203,690,477,7.44,1046.6,4.01,28.8,79.5,1012.9,95.2,0.144,19.5,"Bon","Après-midi cours","True"
"2026-05-12 15:45:00","2026-05-12",15,"Mardi",2,"False","Cites_Univ",5.337948,-3.995056,550,532,9.06,464.5,3.53,29.5,77.8,1013.1,82.7,0.237,12.9,"Bon","Après-midi cours","True"
"2026-05-12 15:45:00","2026-05-12",15,"Mardi",2,"False","Parking_Entree",5.348814,-3.987953,562,853,22.73,500.7,3.44,29.3,78.2,1013.5,98.3,0.054,20.1,"Modéré","Après-midi cours","True"
"2026-05-12 15:45:00","2026-05-12",15,"Mardi",2,"False","Restaurant_U",5.341323,-3.98909,572,363,4.61,532.6,5.23,29.6,75.6,1012.2,88.8,0.112,12.9,"Bon","Après-midi cours","True"
"2026-05-12 15:45:00","2026-05-12",15,"Mardi",2,"False","Zone_Verte",5.340572,-3.991768,517,249,2.44,375,0.94,29.6,81.1,1012.4,91.4,0.811,6.5,"Bon","Après-midi cours","True"
"2026-05-12 15:50:00","2026-05-12",15,"Mardi",2,"False","Amphi_Central",5.344593,-3.991178,726,497,8.02,1260.3,3.95,29,74.6,1012.6,94.7,0.139,22.3,"Modéré","Après-midi cours","True"
"2026-05-12 15:50:00","2026-05-12",15,"Mardi",2,"False","Cites_Univ",5.337948,-3.995056,534,474,7.35,419.3,3.16,29.2,78.4,1012.5,83,0.241,11.2,"Bon","Après-midi cours","True"
"2026-05-12 15:50:00","2026-05-12",15,"Mardi",2,"False","Parking_Entree",5.348829,-3.987946,561,830,21.48,498.9,4.17,29.1,82.3,1012.3,98.2,0.051,20.1,"Modéré","Après-midi cours","True"
"2026-05-12 15:50:00","2026-05-12",15,"Mardi",2,"False","Restaurant_U",5.341352,-3.989095,569,393,5.29,522.4,3.82,29.5,79,1012,88.9,0.113,12,"Bon","Après-midi cours","True"
"2026-05-12 15:50:00","2026-05-12",15,"Mardi",2,"False","Zone_Verte",5.34061,-3.991767,528,259,2.6,401.8,0.83,30,80.2,1013.4,91.9,0.813,6.8,"Bon","Après-midi cours","True"
"2026-05-12 15:55:00","2026-05-12",15,"Mardi",2,"False","Amphi_Central",5.344589,-3.991205,668,461,7,925.8,5.3,28.4,76.6,1012.7,95.5,0.144,18.8,"Bon","Après-midi cours","True"
"2026-05-12 15:55:00","2026-05-12",15,"Mardi",2,"False","Cites_Univ",5.337953,-3.995064,560,454,6.8,494.4,3.94,29.7,78.2,1012.6,82.3,0.24,12.5,"Bon","Après-midi cours","True"
"2026-05-12 15:55:00","2026-05-12",15,"Mardi",2,"False","Parking_Entree",5.348825,-3.987939,576,861,23.17,544.1,4.69,29.7,76.1,1012.3,98.3,0.052,21.9,"Modéré","Après-midi cours","True"
"2026-05-12 15:55:00","2026-05-12",15,"Mardi",2,"False","Restaurant_U",5.341347,-3.989099,564,395,5.33,506.3,5.01,30,78,1013.5,88.8,0.11,12.7,"Bon","Après-midi cours","True"
"2026-05-12 15:55:00","2026-05-12",15,"Mardi",2,"False","Zone_Verte",5.340591,-3.991768,525,246,2.4,395.3,0.74,29.3,78.6,1012.9,92.2,0.811,6.5,"Bon","Après-midi cours","True"
"2026-05-12 16:00:00","2026-05-12",16,"Mardi",2,"False","Amphi_Central",5.344576,-3.991186,720,482,7.59,1224.5,3.79,28.7,77.2,1013.8,95.6,0.141,21.5,"Modéré","Après-midi cours","True"
"2026-05-12 16:00:00","2026-05-12",16,"Mardi",2,"False","Cites_Univ",5.337954,-3.995056,572,472,7.3,532.6,3.14,29.3,80.6,1013.1,82.2,0.239,12.6,"Bon","Après-midi cours","True"
"2026-05-12 16:00:00","2026-05-12",16,"Mardi",2,"False","Parking_Entree",5.348825,-3.987952,583,815,20.68,568.1,4.48,29.1,78.6,1012.9,97.7,0.052,20.7,"Modéré","Après-midi cours","True"
"2026-05-12 16:00:00","2026-05-12",16,"Mardi",2,"False","Restaurant_U",5.34134,-3.989103,571,419,5.92,528.4,5.41,29.8,79.5,1013.4,89,0.114,13.6,"Bon","Après-midi cours","False"
"2026-05-12 16:00:00","2026-05-12",16,"Mardi",2,"False","Zone_Verte",5.340585,-3.991763,524,233,2.19,393,0.75,28.8,77.5,1013.3,92.2,0.815,6.4,"Bon","Après-midi cours","True"
"2026-05-12 16:05:00","2026-05-12",16,"Mardi",2,"False","Amphi_Central",5.344587,-3.991162,713,505,8.23,1181,3.88,28.8,74.4,1012.7,95.5,0.14,21.4,"Modéré","Après-midi cours","True"
"2026-05-12 16:05:00","2026-05-12",16,"Mardi",2,"False","Cites_Univ",5.337933,-3.995049,549,499,8.08,460.9,3.13,28.5,80.3,1013.4,83,0.24,12.1,"Bon","Après-midi cours","True"
"2026-05-12 16:05:00","2026-05-12",16,"Mardi",2,"False","Parking_Entree",5.348815,-3.987941,583,848,22.43,569.4,4.25,29.8,83,1013.3,98.1,0.054,21.4,"Modéré","Après-midi cours","True"
"2026-05-12 16:05:00","2026-05-12",16,"Mardi",2,"False","Restaurant_U",5.341337,-3.989064,593,412,5.73,604.7,4.81,29.2,77.6,1013.2,88.2,0.11,14,"Bon","Après-midi cours","True"
"2026-05-12 16:05:00","2026-05-12",16,"Mardi",2,"False","Zone_Verte",5.340587,-3.991756,517,249,2.44,375,1.1,28.5,78.6,1013.3,92,0.811,6.6,"Bon","Après-midi cours","True"
"2026-05-12 16:10:00","2026-05-12",16,"Mardi",2,"False","Amphi_Central",5.344578,-3.991183,716,451,6.74,1195.1,3.81,29.8,75.7,1012.7,95,0.143,20.8,"Modéré","Après-midi cours","True"
"2026-05-12 16:10:00","2026-05-12",16,"Mardi",2,"False","Cites_Univ",5.33795,-3.995041,545,459,6.95,448.5,4.25,28.2,85.6,1013.5,83.2,0.24,12.3,"Bon","Après-midi cours","True"
"2026-05-12 16:10:00","2026-05-12",16,"Mardi",2,"False","Parking_Entree",5.348817,-3.987955,562,914,26.34,501.2,5.11,28.4,81.4,1012,97.9,0.053,23.3,"Modéré","Après-midi cours","True"
"2026-05-12 16:10:00","2026-05-12",16,"Mardi",2,"False","Restaurant_U",5.341354,-3.989083,561,379,4.97,496.9,4.7,29.3,76.5,1013.7,88.4,0.112,12.2,"Bon","Après-midi cours","True"
"2026-05-12 16:10:00","2026-05-12",16,"Mardi",2,"False","Zone_Verte",5.34062,-3.991767,521,219,1.98,384.1,0.91,27.9,76.2,1013.2,91.7,0.808,6.3,"Bon","Après-midi cours","True"
"2026-05-12 16:15:00","2026-05-12",16,"Mardi",2,"False","Amphi_Central",5.344585,-3.991208,725,447,6.62,1254.2,4.57,29.2,78.1,1013.2,95.2,0.144,22,"Modéré","Après-midi cours","True"
"2026-05-12 16:15:00","2026-05-12",16,"Mardi",2,"False","Cites_Univ",5.33794,-3.995035,565,496,7.99,509.8,3.69,29.4,77.9,1012.3,81.8,0.237,13.1,"Bon","Après-midi cours","True"
"2026-05-12 16:15:00","2026-05-12",16,"Mardi",2,"False","Parking_Entree",5.348831,-3.987945,577,843,22.18,549,4.11,29,80.6,1013.3,98.1,0.053,21,"Modéré","Après-midi cours","True"
"2026-05-12 16:15:00","2026-05-12",16,"Mardi",2,"False","Restaurant_U",5.341347,-3.989115,576,394,5.3,544.1,4.65,27.9,80,1013.4,88.6,0.112,12.9,"Bon","Après-midi cours","False"
"2026-05-12 16:15:00","2026-05-12",16,"Mardi",2,"False","Zone_Verte",5.340605,-3.991759,526,226,2.08,398.5,0.85,28.1,78.9,1012.3,91.9,0.811,6.5,"Bon","Après-midi cours","True"
"2026-05-12 16:20:00","2026-05-12",16,"Mardi",2,"False","Amphi_Central",5.344568,-3.991195,692,503,8.19,1054.9,4.74,29,77.8,1012.5,95.8,0.14,20.5,"Modéré","Après-midi cours","True"
"2026-05-12 16:20:00","2026-05-12",16,"Mardi",2,"False","Cites_Univ",5.337971,-3.995067,548,476,7.4,457.1,4.03,29,77.9,1013.5,82.8,0.238,12.4,"Bon","Après-midi cours","True"
"2026-05-12 16:20:00","2026-05-12",16,"Mardi",2,"False","Parking_Entree",5.348814,-3.98794,560,861,23.18,493.1,4.62,28.9,76.8,1012.4,98.3,0.054,21.2,"Modéré","Après-midi cours","True"
"2026-05-12 16:20:00","2026-05-12",16,"Mardi",2,"False","Restaurant_U",5.341322,-3.989079,569,401,5.47,522.1,4.56,28.6,82.3,1014.1,89.2,0.112,12.6,"Bon","Après-midi cours","True"
"2026-05-12 16:20:00","2026-05-12",16,"Mardi",2,"False","Zone_Verte",5.340595,-3.991751,517,216,1.94,375,0.94,27.8,77.5,1012.8,92,0.814,6.2,"Bon","Après-midi cours","True"
"2026-05-12 16:25:00","2026-05-12",16,"Mardi",2,"False","Amphi_Central",5.344571,-3.991188,703,491,7.84,1120.7,4.1,28.7,78.8,1013.1,94.3,0.144,20.6,"Modéré","Après-midi cours","True"
"2026-05-12 16:25:00","2026-05-12",16,"Mardi",2,"False","Cites_Univ",5.337936,-3.995036,571,537,9.23,530.7,4.75,30.3,77.7,1013.5,82.7,0.239,14.8,"Bon","Après-midi cours","True"
"2026-05-12 16:25:00","2026-05-12",16,"Mardi",2,"False","Parking_Entree",5.34881,-3.987927,567,910,26.05,517.4,5.37,29,78.6,1013,98.6,0.053,23.5,"Modéré","Après-midi cours","True"
"2026-05-12 16:25:00","2026-05-12",16,"Mardi",2,"False","Restaurant_U",5.341341,-3.989064,585,374,4.86,577.4,5.34,28.4,79.7,1012.5,89.2,0.109,13.6,"Bon","Après-midi cours","True"
"2026-05-12 16:25:00","2026-05-12",16,"Mardi",2,"False","Zone_Verte",5.340608,-3.991758,524,200,1.71,391.8,1.19,28.8,78.9,1013.1,92,0.811,6.5,"Bon","Après-midi cours","True"
"2026-05-12 16:30:00","2026-05-12",16,"Mardi",2,"False","Amphi_Central",5.344612,-3.991191,712,495,7.96,1171.9,4.89,28.8,77,1012.9,95.7,0.142,22,"Modéré","Après-midi cours","True"
"2026-05-12 16:30:00","2026-05-12",16,"Mardi",2,"False","Cites_Univ",5.337946,-3.995058,557,518,8.62,484.9,3.88,29.5,79.7,1012.2,81.8,0.241,13.2,"Bon","Après-midi cours","True"
"2026-05-12 16:30:00","2026-05-12",16,"Mardi",2,"False","Parking_Entree",5.34881,-3.987941,562,839,21.94,501.5,5.57,29,78.9,1013.5,98.6,0.051,21.4,"Modéré","Après-midi cours","True"
"2026-05-12 16:30:00","2026-05-12",16,"Mardi",2,"False","Restaurant_U",5.341321,-3.989078,592,378,4.94,600.8,4.24,29.2,76.4,1012.6,88.2,0.114,13.1,"Bon","Après-midi cours","True"
"2026-05-12 16:30:00","2026-05-12",16,"Mardi",2,"False","Zone_Verte",5.340591,-3.99176,525,211,1.86,394.3,0.88,29.4,78.8,1013.2,91.7,0.815,6.4,"Bon","Après-midi cours","True"
"2026-05-12 16:35:00","2026-05-12",16,"Mardi",2,"False","Amphi_Central",5.344586,-3.991183,690,455,6.85,1044.1,5,29.1,79.7,1012.8,95.3,0.145,20,"Modéré","Après-midi cours","True"
"2026-05-12 16:35:00","2026-05-12",16,"Mardi",2,"False","Cites_Univ",5.337933,-3.99505,539,455,6.85,432,3.83,29,77.6,1013.8,82.4,0.24,11.7,"Bon","Après-midi cours","True"
"2026-05-12 16:35:00","2026-05-12",16,"Mardi",2,"False","Parking_Entree",5.348821,-3.987951,566,875,24.01,511.8,4.08,29.1,74.2,1014,98,0.054,21.4,"Modéré","Après-midi cours","True"
"2026-05-12 16:35:00","2026-05-12",16,"Mardi",2,"False","Restaurant_U",5.341347,-3.989114,556,386,5.13,482,5.37,28.8,79.6,1012,89,0.112,12.6,"Bon","Après-midi cours","True"
"2026-05-12 16:35:00","2026-05-12",16,"Mardi",2,"False","Zone_Verte",5.340599,-3.991743,517,252,2.5,375,0.79,30,76.5,1014.1,91.8,0.812,6.4,"Bon","Après-midi cours","True"
"2026-05-12 16:40:00","2026-05-12",16,"Mardi",2,"False","Amphi_Central",5.344588,-3.991192,705,436,6.35,1131.2,4.22,29.4,77.7,1012.2,94.8,0.144,20.1,"Modéré","Après-midi cours","True"
"2026-05-12 16:40:00","2026-05-12",16,"Mardi",2,"False","Cites_Univ",5.337956,-3.99503,548,447,6.62,459.7,3.56,29.2,80.8,1012.2,82.2,0.24,11.7,"Bon","Après-midi cours","True"
"2026-05-12 16:40:00","2026-05-12",16,"Mardi",2,"False","Parking_Entree",5.348822,-3.987941,573,879,24.2,534.1,4.96,29,80,1013,98,0.052,22.5,"Modéré","Après-midi cours","True"
"2026-05-12 16:40:00","2026-05-12",16,"Mardi",2,"False","Restaurant_U",5.341347,-3.98911,573,378,4.95,534.1,5.97,29.4,78.6,1013.8,88.7,0.111,13.7,"Bon","Après-midi cours","True"
"2026-05-12 16:40:00","2026-05-12",16,"Mardi",2,"False","Zone_Verte",5.340601,-3.991763,522,202,1.73,388.4,0.89,29.1,78.9,1013,91.7,0.81,6.2,"Bon","Après-midi cours","True"
"2026-05-12 16:45:00","2026-05-12",16,"Mardi",2,"False","Amphi_Central",5.344577,-3.991191,697,482,7.58,1082.6,4.37,28.7,77.4,1013.1,95.1,0.142,20.3,"Modéré","Après-midi cours","True"
"2026-05-12 16:45:00","2026-05-12",16,"Mardi",2,"False","Cites_Univ",5.337951,-3.99505,543,478,7.46,444.9,3.4,28.9,80.8,1013.4,83,0.24,11.8,"Bon","Après-midi cours","True"
"2026-05-12 16:45:00","2026-05-12",16,"Mardi",2,"False","Parking_Entree",5.348811,-3.987959,577,817,20.78,550.1,4.02,28.2,76.8,1013,98.4,0.054,20.2,"Modéré","Après-midi cours","True"
"2026-05-12 16:45:00","2026-05-12",16,"Mardi",2,"False","Restaurant_U",5.341348,-3.989099,567,369,4.74,515.7,3.89,29.6,76.4,1013.7,88.9,0.113,11.7,"Bon","Après-midi cours","True"
"2026-05-12 16:45:00","2026-05-12",16,"Mardi",2,"False","Zone_Verte",5.340615,-3.991765,536,209,1.83,425.6,0.98,28.3,81.3,1014,91.8,0.812,6.8,"Bon","Après-midi cours","True"
"2026-05-12 16:50:00","2026-05-12",16,"Mardi",2,"False","Amphi_Central",5.344567,-3.991195,725,486,7.68,1251.7,4.91,28.5,76.1,1013.3,95.2,0.142,22.8,"Modéré","Après-midi cours","True"
"2026-05-12 16:50:00","2026-05-12",16,"Mardi",2,"False","Cites_Univ",5.337954,-3.995072,540,487,7.72,434.2,4.04,28,76.2,1013,82.4,0.24,12.3,"Bon","Après-midi cours","True"
"2026-05-12 16:50:00","2026-05-12",16,"Mardi",2,"False","Parking_Entree",5.348845,-3.987944,576,867,23.54,544.4,4.55,28.6,75.7,1013.8,98,0.053,21.9,"Modéré","Après-midi cours","True"
"2026-05-12 16:50:00","2026-05-12",16,"Mardi",2,"False","Restaurant_U",5.341339,-3.989099,594,400,5.45,608,4.01,29.1,75.2,1012.4,88.8,0.109,13.2,"Bon","Après-midi cours","True"
"2026-05-12 16:50:00","2026-05-12",16,"Mardi",2,"False","Zone_Verte",5.340577,-3.991791,534,214,1.9,419.2,0.9,28.5,78.4,1013.1,91.8,0.814,6.7,"Bon","Après-midi cours","True"
"2026-05-12 16:55:00","2026-05-12",16,"Mardi",2,"False","Amphi_Central",5.344573,-3.991194,722,480,7.53,1235.4,5.17,29.1,78.8,1013.5,95.9,0.141,22.7,"Modéré","Après-midi cours","True"
"2026-05-12 16:55:00","2026-05-12",16,"Mardi",2,"False","Cites_Univ",5.337935,-3.995018,552,482,7.57,469.3,3.77,30.1,81.6,1013.6,82.4,0.239,12.4,"Bon","Après-midi cours","True"
"2026-05-12 16:55:00","2026-05-12",16,"Mardi",2,"False","Parking_Entree",5.348811,-3.987953,531,895,25.14,411.2,4.04,28.8,74.8,1012.2,97.8,0.052,20.7,"Modéré","Après-midi cours","True"
"2026-05-12 16:55:00","2026-05-12",16,"Mardi",2,"False","Restaurant_U",5.341356,-3.989115,592,369,4.73,601.5,5.16,28.4,77.8,1012.9,88.7,0.111,13.7,"Bon","Après-midi cours","True"
"2026-05-12 16:55:00","2026-05-12",16,"Mardi",2,"False","Zone_Verte",5.340569,-3.991772,528,225,2.07,402,1.15,28.9,83,1013.4,92,0.81,6.8,"Bon","Après-midi cours","True"
"2026-05-12 17:00:00","2026-05-12",17,"Mardi",2,"False","Amphi_Central",5.344601,-3.991193,663,501,8.13,901.2,4.3,29.2,81.7,1013.2,95.3,0.142,18.3,"Bon","Après-midi cours","True"
"2026-05-12 17:00:00","2026-05-12",17,"Mardi",2,"False","Cites_Univ",5.337928,-3.99505,566,495,7.95,512.3,4.31,28.5,77.4,1014.3,82.3,0.238,13.6,"Bon","Après-midi cours","True"
"2026-05-12 17:00:00","2026-05-12",17,"Mardi",2,"False","Parking_Entree",5.348837,-3.987966,571,1271,56.87,528.2,4.57,28.7,79.7,1013.6,97.8,0.051,38.4,"Modéré","Après-midi cours","True"
"2026-05-12 17:00:00","2026-05-12",17,"Mardi",2,"False","Restaurant_U",5.341337,-3.98908,572,517,8.61,531.7,10.01,27.6,76.5,1014.5,88.7,0.112,18.7,"Bon","Après-midi cours","True"
"2026-05-12 17:00:00","2026-05-12",17,"Mardi",2,"False","Zone_Verte",5.34059,-3.991755,527,214,1.91,400.1,0.94,28.8,78.7,1013.6,91.7,0.812,6.5,"Bon","Après-midi cours","True"
"2026-05-12 17:05:00","2026-05-12",17,"Mardi",2,"False","Amphi_Central",5.344581,-3.991189,692,493,7.89,1055.5,4.03,28,77.8,1013.5,95.1,0.145,19.8,"Bon","Après-midi cours","True"
"2026-05-12 17:05:00","2026-05-12",17,"Mardi",2,"False","Cites_Univ",5.337935,-3.995052,537,502,8.17,426.1,2.83,28.2,75,1014,82.6,0.237,11.5,"Bon","Après-midi cours","True"
"2026-05-12 17:05:00","2026-05-12",17,"Mardi",2,"False","Parking_Entree",5.348824,-3.987939,566,1118,41.49,513.9,4.34,28.4,78.5,1014.3,98.8,0.053,30.4,"Modéré","Après-midi cours","False"
"2026-05-12 17:05:00","2026-05-12",17,"Mardi",2,"False","Restaurant_U",5.341332,-3.989092,565,538,9.25,508.3,13.36,28.7,83,1013.3,88.6,0.113,21.4,"Modéré","Après-midi cours","True"
"2026-05-12 17:05:00","2026-05-12",17,"Mardi",2,"False","Zone_Verte",5.340593,-3.991766,517,199,1.7,375,1.02,27.3,77.7,1013.6,92.4,0.81,6.2,"Bon","Après-midi cours","True"
"2026-05-12 17:10:00","2026-05-12",17,"Mardi",2,"False","Amphi_Central",5.344601,-3.991187,701,464,7.09,1105.8,4.65,28,82.3,1013.6,95.1,0.145,20.5,"Modéré","Après-midi cours","True"
"2026-05-12 17:10:00","2026-05-12",17,"Mardi",2,"False","Cites_Univ",5.33795,-3.995043,571,477,7.43,528.5,3.98,28.3,87.4,1013.5,83.1,0.238,13.2,"Bon","Après-midi cours","True"
"2026-05-12 17:10:00","2026-05-12",17,"Mardi",2,"False","Parking_Entree",5.348808,-3.987936,577,1172,46.44,549.7,4.55,28.3,81.4,1012.9,98.7,0.054,33.5,"Modéré","Après-midi cours","True"
"2026-05-12 17:10:00","2026-05-12",17,"Mardi",2,"False","Restaurant_U",5.341344,-3.989094,559,502,8.16,491,11.07,27,80.3,1013.6,88.2,0.112,18.8,"Bon","Après-midi cours","True"
"2026-05-12 17:10:00","2026-05-12",17,"Mardi",2,"False","Zone_Verte",5.340598,-3.991751,528,209,1.84,404.2,0.86,28,82.1,1013.2,91.5,0.813,6.5,"Bon","Après-midi cours","True"
"2026-05-12 17:15:00","2026-05-12",17,"Mardi",2,"False","Amphi_Central",5.34459,-3.991215,733,487,7.73,1309.7,4.48,29,83.8,1013.6,95.3,0.142,23.2,"Modéré","Après-midi cours","True"
"2026-05-12 17:15:00","2026-05-12",17,"Mardi",2,"False","Cites_Univ",5.337935,-3.995056,577,503,8.2,549.5,3.75,28.4,77.7,1014.1,83.3,0.238,13.7,"Bon","Après-midi cours","True"
"2026-05-12 17:15:00","2026-05-12",17,"Mardi",2,"False","Parking_Entree",5.348786,-3.987941,575,1199,49.08,542.6,4.39,28.5,82.4,1013.2,98.5,0.051,34.6,"Modéré","Après-midi cours","True"
"2026-05-12 17:15:00","2026-05-12",17,"Mardi",2,"False","Restaurant_U",5.341339,-3.98908,580,506,8.28,559.5,12.92,29.5,74.1,1014.5,88.4,0.112,21.2,"Modéré","Après-midi cours","True"
"2026-05-12 17:15:00","2026-05-12",17,"Mardi",2,"False","Zone_Verte",5.340607,-3.991764,525,229,2.13,394.9,1.02,28.5,80.9,1014.5,91.9,0.813,6.6,"Bon","Après-midi cours","True"
"2026-05-12 17:20:00","2026-05-12",17,"Mardi",2,"False","Amphi_Central",5.344589,-3.99118,724,515,8.55,1247.4,4.95,28.1,77.6,1013.8,95.8,0.141,23.2,"Modéré","Après-midi cours","True"
"2026-05-12 17:20:00","2026-05-12",17,"Mardi",2,"False","Cites_Univ",5.337935,-3.995071,551,481,7.55,468.3,4.42,27.8,82.8,1014,82.6,0.237,12.9,"Bon","Après-midi cours","True"
"2026-05-12 17:20:00","2026-05-12",17,"Mardi",2,"False","Parking_Entree",5.348823,-3.987983,575,1190,48.2,541.7,4.41,28.8,78.1,1013.3,98.2,0.05,34.1,"Modéré","Après-midi cours","True"
"2026-05-12 17:20:00","2026-05-12",17,"Mardi",2,"False","Restaurant_U",5.341344,-3.989091,593,488,7.76,603.2,12.4,29,79.6,1013.9,89.5,0.113,21,"Modéré","Après-midi cours","True"
"2026-05-12 17:20:00","2026-05-12",17,"Mardi",2,"False","Zone_Verte",5.340607,-3.991759,517,202,1.74,375,1.01,28.9,83.9,1014.3,91.7,0.811,6.2,"Bon","Après-midi cours","True"
"2026-05-12 17:25:00","2026-05-12",17,"Mardi",2,"False","Amphi_Central",5.344589,-3.991194,717,484,7.63,1205.6,4.17,28.5,82.2,1014.5,95.1,0.14,21.6,"Modéré","Après-midi cours","True"
